radius,weight,vx_cmd,wz_cmd,yaw0,completed,lin_err_mean,yaw_err_mean,final_pos_err,final_yaw_err,file
1.3,120.0,0.4,0.3076923076923077,0.0,1,0.062184769174183745,0.11607971740899785,3.268337078409765,2.2447241967438414,out/go2w_reg_ablation/20260209_193936/r1.3_w120_yaw0.000.csv
1.3,160.0,0.4,0.3076923076923077,0.0,1,0.06107061637657272,0.10761721723207937,3.026803207427122,2.085039960599828,out/go2w_reg_ablation/20260209_193936/r1.3_w160_yaw0.000.csv
1.3,200.0,0.4,0.3076923076923077,0.0,1,0.060069138355090645,0.11016849758325466,3.032392862438322,2.1135760891752575,out/go2w_reg_ablation/20260209_193936/r1.3_w200_yaw0.000.csv
1.3,240.0,0.4,0.3076923076923077,0.0,1,0.05859508709602542,0.09652762827372746,2.7684642539705044,1.8733132609125738,out/go2w_reg_ablation/20260209_193936/r1.3_w240_yaw0.000.csv
1.3,280.0,0.4,0.3076923076923077,0.0,1,0.05393420146979608,0.08391737590830944,2.4861916144625775,1.623379690481519,out/go2w_reg_ablation/20260209_193936/r1.3_w280_yaw0.000.csv
1.3,320.0,0.4,0.3076923076923077,0.0,1,0.04938513154309054,0.0800791571624124,2.3786270609688156,1.5549242573097573,out/go2w_reg_ablation/20260209_193936/r1.3_w320_yaw0.000.csv
1.3,360.0,0.4,0.3076923076923077,0.0,1,0.05145907697945032,0.07674027239077318,2.2499992135166185,1.4779093023540115,out/go2w_reg_ablation/20260209_193936/r1.3_w360_yaw0.000.csv
1.5,0.0,0.4,0.26666666666666666,0.0,0,0.03879100687584877,0.11740546589994637,4.712476565195811,2.275617698549856,out/go2w_reg_ablation/20260209_193936/r1.5_w0_yaw0.000.csv
1.5,40.0,0.4,0.26666666666666666,0.0,1,0.05840831325396276,0.11213998787886309,3.9495989630895143,2.1716408616067366,out/go2w_reg_ablation/20260209_193936/r1.5_w40_yaw0.000.csv
1.5,80.0,0.4,0.26666666666666666,0.0,0,0.06312493459451415,0.11392765908735085,3.768827677385429,2.214023137144931,out/go2w_reg_ablation/20260209_193936/r1.5_w80_yaw0.000.csv
1.5,120.0,0.4,0.26666666666666666,0.0,1,0.061142243517725396,0.10187479987296416,3.1977472339115685,1.9774291687652412,out/go2w_reg_ablation/20260209_193936/r1.5_w120_yaw0.000.csv
1.5,160.0,0.4,0.26666666666666666,0.0,1,0.0625201252521794,0.10287355247131777,3.146940237343236,1.9898411417827475,out/go2w_reg_ablation/20260209_193936/r1.5_w160_yaw0.000.csv
1.5,200.0,0.4,0.26666666666666666,0.0,1,0.05961381128214911,0.09627152385872821,2.938468538933839,1.8625750503085117,out/go2w_reg_ablation/20260209_193936/r1.5_w200_yaw0.000.csv
1.5,240.0,0.4,0.26666666666666666,0.0,1,0.058842717270154644,0.09440949449402293,2.814371527239238,1.8207716624811243,out/go2w_reg_ablation/20260209_193936/r1.5_w240_yaw0.000.csv
