radius,weight,pos_err_x,pos_err_y,yaw_err,vel_err_x,vel_err_y,yaw_rate_err,joint_dev_norm
1.125,17000.0,0.0186112139151382,-0.1658416434345264,-0.1620984293109844,-0.5070242309348811,-0.6816221036605375,-0.8964729321547009,113.54910822236836
1.125,18000.0,0.0440644981404375,-0.3772531463491722,-0.1620984293109844,0.4963548373988828,-1.0716653200654915,-0.9092156482648487,109.34888485883872
1.125,19000.0,0.009927145878776,-0.5833560088662979,-0.0851203883075886,0.4425339109353468,-1.4747058124853811,-1.3164847252349157,114.13034106383253
1.125,20000.0,0.0231120357672619,-0.1025152592739868,-0.1204288397681905,-0.6409575953019557,-0.1349992603564388,-0.8578961241876474,114.24315361561564
1.5,0.0,-0.1420848175302391,-0.4350053674552998,-0.1603778497119972,1.4146635031144656,-1.8444898662718383,-0.4041295746123045,111.57773750002607
1.5,1000.0,-0.1420848175302391,-0.4350053674552998,-0.2831812139309493,1.263461219074511,-1.8444898662718383,0.8010769904967383,112.99583861411848
1.5,2000.0,-0.0498911789536153,-0.2607450335549022,-0.2045482876550899,0.4161079672767682,-0.1375872740014837,0.1720044605251816,112.97518825222136
1.5,3000.0,-0.0903168785924177,-0.3179005349597438,-0.1694566075127754,0.9242420288520784,-0.3736629624132677,-0.0597402049095125,113.26697313472478
1.5,4000.0,-0.0553778243522129,-0.2260951994022104,-0.1690578192972891,-0.3233067985811035,-0.3395501434568004,-0.0914388035143809,113.40204848360692
1.5,5000.0,-0.0158966090816434,-0.0769886817128422,-0.1620984293109844,-0.3233067985811035,-0.0897111436505485,-0.6040748350201901,115.44026017115704
1.5,6000.0,-0.0380211344683512,-0.1709770123477294,-0.1482715008665653,0.3046415551207144,-0.25844740940099,-0.6635186857335984,114.87708033494717
1.5,7000.0,-0.0451261493376031,-0.191183020241608,-0.0943828859012896,-0.005414359846418,-0.2111765975089653,-0.7545237048169582,115.06457470880876
1.5,8000.0,-0.0442023510729427,-0.1882528521973767,-0.0943828859012896,0.3229533764741328,-0.46001690682089,-0.6903294161051744,114.14993608449936
1.5,9000.0,-0.030631324042343,-0.1373727779103966,-0.0801220335934855,-0.1150630924727038,-0.1056477564175784,-0.6903294161051744,113.24023908737772
1.5,10000.0,0.0121900162672689,-0.4679983250983036,-0.090654147650377,-0.0323173019477009,-0.9418234390477298,-2.2445143802388783,113.0578066427196
1.5,11000.0,0.0315479943420998,-0.2811360804636897,0.0398598066450279,1.1516896562015182,-0.9418234390477298,1.2690537124994223,113.2774652048201
1.5,12000.0,-0.0743988350388931,-0.2246220062830544,0.0398598066450279,-0.0968567917035523,1.2209101417132433,-0.9691483758098608,112.73060001034342
1.5,13000.0,-0.0743988350388931,-0.9306982403634502,-0.1548953079458681,0.8112098314496623,0.4714242003510797,4.1974525491724455,115.07359054127706
1.5,14000.0,-0.6490994871167785,-0.9675112254930828,-0.1548953079458681,1.460790961256818,0.4714242003510797,1.5611821542362545,112.73060001034342
1.5,15000.0,0.029455198736345,-0.688724737047136,-0.1620984293109844,-0.0384189653891458,-0.3085201523477231,-0.785663284409352,111.68791380528047
1.5,16000.0,0.0186112139151382,-0.4447959760315829,-0.1620984293109844,-0.7016218301346475,-0.7234445055952685,-0.785663284409352,112.89573087804104
1.5,17000.0,0.0186112139151382,-0.7984033266999588,-0.1945130172863116,-0.0030963188706589,-0.6816221036605375,-3.236454625069876,112.89573087804104
1.5,18000.0,0.009927145878776,-0.7504481862147927,-0.1595187948536356,0.1007057931260173,-1.3110926665095644,-1.3164847252349157,118.38346796662756
1.5,19000.0,0.009927145878776,-0.6279315514790929,-0.0808266186803345,0.3391883680791627,-1.7457760542048602,-1.669323253032554,116.64042663879006
1.5,20000.0,0.009927145878776,-0.5833560088662979,-0.0851203883075886,0.3391883680791627,-0.6816221036605375,-1.179037256861765,114.84208186332994
